关键词,店铺名称,地理位置,产品名称,产品价格,付款人数,商品ID,浏览停留时间(min),同类商品浏览次数,评论数,收藏数
咖啡机,专科医生,北京,现货意大利LelitBiancaMP变压拨杆双锅炉PID旋转泵半自动咖啡机,18500,27人付款,6.1923E+11,13,2,3831,2067
咖啡机,delonghi德龙集团官方海外旗舰店,广东广州,Delonghi/德龙ECAM22.110全自动咖啡机商家用意式现研磨奶泡一体,4199,97人付款,5.29559E+11,7,0,931,3553
咖啡机,nespresso官方旗舰店,江苏苏州,NESPRESSOCitiz小型家用商用意式全自动咖啡机智能胶囊咖啡机,1866,80人付款,5.43837E+11,0,1,591,6000
咖啡机,delonghi德龙旗舰店,上海,意大利Delonghi/德龙ETAM29.510全自动咖啡机意式家用进口现磨,5490,31人付款,5.25806E+11,3,18,3474,2498
咖啡机,sparllo官方海外旗舰店,香港香港岛,德国Derlla全自动咖啡机家用小型研磨奶泡机一体意式商用现磨浓缩,3999,24人付款,6.31359E+11,12,13,678,6836
咖啡机,delonghi德龙旗舰店,上海,Delonghi/德龙EC9335.M半自动咖啡机家用泵压智能磨豆小型意式,8890,18人付款,6.11155E+11,6,10,1114,866
咖啡机,sparllo官方海外旗舰店,香港香港岛,德国Derlla咖啡豆研磨机手磨咖啡机手摇磨豆机手动磨粉机咖啡器具,149,389人付款,6.35636E+11,14,6,4834,3127
咖啡机,nespresso官方旗舰店,江苏苏州,NESPRESSO意式进口全自动家用小型胶囊咖啡机组合含50颗胶囊,1050,79人付款,5.88201E+11,3,6,2242,1150
咖啡机,生命和心灵,浙江宁波,速溶咖啡机奶茶一体机商用全自动办公冷热多功能果汁饮料机热饮机,880,75人付款,5.89527E+11,14,17,3647,4135
咖啡机,西门子小家电旗舰店,江苏南京,西门子咖啡机家用全自动一体机小型意式浓缩智能打奶泡TQ507C02,8799,17人付款,6.46004E+11,7,5,3797,5202
咖啡机,rlrmafreda电器旗舰店,广东深圳,艾尔菲德胶囊咖啡机全自动家用小型意式迷你办公一人用咖啡胶囊机,459,483人付款,6.18856E+11,0,10,4593,2088
咖啡机,格米莱旗舰店,广东佛山,格米莱CRM3018商用咖啡机半自动家用意式专业现磨奶茶店专用,3299,11人付款,40943102063,4,18,2103,4513
咖啡机,西门子小家电旗舰店,江苏南京,西门子siemens咖啡机全自动美式研磨一体意式黑色te607803cn,11999,5人付款,6.26956E+11,13,18,4268,1479
咖啡机,格米莱咖浦专卖店,广东佛山,格米莱CRM3123半自动咖啡机商用意式家用蒸汽四孔高杯定量大锅炉,5990,15人付款,6.28278E+11,2,2,2848,7706
咖啡机,公主gladys,广东佛山,格米莱CRM3200D意式咖啡机商用半自动现磨单头奶泡机一体奶茶店,4999,10人付款,6.06339E+11,5,17,117,5781
咖啡机,心想旗舰店,浙江宁波,心想胶囊咖啡机家用全自动小型意式浓缩咖啡机便携迷你咖啡胶囊机,689,206人付款,6.30326E+11,4,10,807,3259
咖啡机,康佳生活电器旗舰店,广东佛山,康佳胶囊咖啡机家用小型复古全半自动意式商用蒸汽式打奶泡机一体,799,117人付款,6.31278E+11,9,13,455,7903
咖啡机,xiaoniumama,上海,瑞士原产nespressoC61雀巢胶囊咖啡机PIXIEXN3045/304TEN124,966,69人付款,5.59951E+11,5,8,2061,7485
咖啡机,东菱旗舰店,广东佛山,东菱乐萃杯无线小型便携冷萃杯快速萃取咖啡机花果冷泡茶养生壶,399,406人付款,6.46118E+11,12,11,2439,4195
咖啡机,weifagui22,安徽合肥,速溶咖啡机奶茶一体机商用全自动多功能自助办公室豆浆饮料机冷热,1280,45人付款,5.65277E+11,1,4,3276,5494
咖啡机,广州巧妙食品有限公司,广东广州,欧祺斯全自动咖啡机速溶咖啡饮料机商用冷热多功能自助热饮一体机,600,127人付款,6.47712E+11,4,15,1397,245
咖啡机,energycoffee,江苏苏州,2021款KINUM47德国咖啡手摇磨豆机CLASSIC手动研磨器手冲意式,1499,48人付款,6.18381E+11,6,19,410,744
咖啡机,1zpresso旗舰店,广东东莞,1ZPRESSOY3金钢版便携式手压咖啡机意式浓缩户外小型迷你随身,548,159人付款,5.88491E+11,12,1,4754,7250
咖啡机,懒咖旗舰店,广东中山,柏翠全自动咖啡机家用美式滴漏迷你小型一体煮壶办公室现磨豆研磨,459,214人付款,5.67083E+11,13,17,1463,7369
咖啡机,卡伦特电器旗舰店,浙江宁波,卡伦特触屏全自动办公室研磨一体家用美式意式现磨小型咖啡机07R,1749,78人付款,6.30505E+11,8,16,3777,5766
咖啡机,小熊电器官方旗舰店,湖南湘潭,小熊美式咖啡机全自动家用迷你滴漏式小型煮咖啡机咖啡泡茶壶两用,249,159人付款,6.10677E+11,0,15,4123,4762
咖啡机,淘什么啊2088,上海,泰摩栗子C手摇咖啡磨豆机家用手冲咖啡机研磨机器具双轴承定位,299,322人付款,6.30026E+11,12,11,4892,586
咖啡机,zjs988,广东深圳,Welhome/惠家KD-135B意式咖啡机胶囊家用专业全半自动小型商用,2250,51人付款,5.52485E+11,5,0,4302,6904
咖啡机,pakchoice旗舰店,江苏南京,电动咖啡研磨机磨粉机全自动家用研磨器小型磨豆机手动手摇手磨,97,1032人付款,6.51823E+11,6,9,3629,3257
咖啡机,京城大果子,北京,Delonghi/德龙ESAM3200S22.110SB原装进口家用全自动意式咖啡机,2790,38人付款,44298424488,0,14,2571,6525
咖啡机,朗德生活馆,广东广州,Breville/铂富BES870/878/980半自动家用商用意式磨豆一体咖啡机,4540,24人付款,6.21695E+11,9,15,2747,1675
咖啡机,mdovia好洁克林专卖店,江苏苏州,Mdovia咖啡机全自动家用办公室商用小型意式现磨泵压式智能清洗,15,43人付款,6.03987E+11,12,4,3172,3351
咖啡机,爱旺斯电器专营店,福建厦门,Welhome惠家kd330咖啡机半自动意式咖啡机商用家用双泵专业E61WPM,9800,13人付款,6.31113E+11,12,16,4663,5091
咖啡机,咖啡旅行者旗舰店,山东青岛,【品牌直营】LAVIDA唯地旅行者T2便携小米咖啡豆研磨一人用咖啡机,399,220人付款,6.27877E+11,9,9,3245,1952
咖啡机,曹睆0327,浙江杭州,网易严选复古半自动意式咖啡机打奶泡做拉花家用小型,408,198人付款,6.09366E+11,10,6,2197,617
咖啡机,格米莱咖浦专卖店,广东佛山,格米莱CRM3121A意式半自动咖啡机商用单头双锅炉奶茶打奶泡旋转泵,8999,10人付款,5.80627E+11,6,8,3224,6561
咖啡机,scratandnut,北京,Delonghi/德龙ECAM23.260.SB全自动咖啡机进口意式家用卡布奇诺,5390,16人付款,6.00288E+11,11,4,4060,1438
咖啡机,liuqianying_2008,香港新界,原装进口铂富BrevilleBES870/878半自动意式咖啡机一体磨豆蒸汽,4899,20人付款,5.27143E+11,6,9,2039,4345
咖啡机,咖啡510980,上海,速溶咖啡机奶茶一体机商用全自动冷热果汁多功能饮料机自助豆浆机,1299,52人付款,5.72559E+11,2,18,1996,4824
咖啡机,donlim东菱初玛专卖店,湖南湘潭,Donlim/东菱DL-KF5400咖啡机家用小型意式半全自动蒸汽式打奶泡,499,173人付款,6.3323E+11,9,15,868,669
咖啡机,lf咖啡商行,广东广州,意大利Fiorenzato佛伦萨多F64E/F83E商用意式电控定量咖啡磨豆机,4800,21人付款,6.41656E+11,11,5,2943,5628
咖啡机,wozuipiaolang,上海,商用速溶全自动共享扫码投币自助咖啡机果汁奶茶饮料冷热饮一体机,1280,37人付款,6.21256E+11,1,17,2159,3996
咖啡机,lushang007,北京,Barsetto/百胜图二代双锅炉半自动意式咖啡机家用办公研磨一体机,2580,35人付款,6.4673E+11,12,15,215,4207
咖啡机,pakchoice旗舰店,北京,手动咖啡豆研磨机手动手摇磨豆机器具小型轴承定位家用手磨咖啡机,14.8,3017人付款,6.33356E+11,3,17,4935,4437
咖啡机,麦威咖啡,湖北武汉,狙击手M2，M2Pro+送PAD智能电热咖啡烘焙机专业样品家用烘焙机,3980,20人付款,6.07099E+11,8,19,1620,5747
咖啡机,smegwell,上海,Delonghi/德龙ECAM350.75.S全自动花式咖啡机中文字幕奶泡意式机,7750,21人付款,6.22844E+11,11,12,646,2610
咖啡机,尊龙coffee,广东广州,飞马900N磨豆机商用专业意式电动磨豆机定量咖啡豆研磨机磨粉机,1150,54人付款,5.37339E+11,4,8,3122,7455
咖啡机,惠家瑰夏传奇专卖店,北京,Welhome惠家KD-130咖啡机家商用小型意式半全自动wpm专业手动拉花,1799,55人付款,5.48329E+11,10,7,2285,6403
咖啡机,dirsir399,北京,Breville现货875铂富BES870意式878880990自动磨豆咖啡机Sage,3088,24人付款,5.83397E+11,14,0,1614,1231
咖啡机,星粒旗舰店,广东佛山,STARESSO星粒便携式咖啡机随身手压胶囊咖啡机一人用手动意式浓缩,358,286人付款,6.12096E+11,9,17,1878,7400
咖啡机,文博海外专营店,广东广州,意大利Delonghi德龙EC685意式半自动家用泵压式不锈钢咖啡机小型,1339,64人付款,6.23636E+11,4,19,190,1442
咖啡机,smeg电器旗舰店,广东佛山,SMEG/斯麦格DCF02美式咖啡机家用商用办公全自动滴漏式保温一体机,3299,34人付款,6.32279E+11,4,1,3786,111
咖啡机,philipdong,北京,意大利进口Rocket火箭APP小型e61头家用半自动咖啡机指导使用包邮,12200,14人付款,5.44443E+11,3,4,910,5698
咖啡机,tb770839323,广东广州,格米莱CRM3100D意式蒸汽式商用单头半自动咖啡厅奶茶店专用咖啡机,11499,17人付款,6.33372E+11,4,16,2754,4791
咖啡机,rlrmafreda电器旗舰店,广东深圳,艾尔菲德胶囊咖啡机全自动家用小型意式迷你办公一人用咖啡胶囊机,459,483人付款,6.18856E+11,4,12,962,4205
咖啡机,格米莱旗舰店,广东佛山,格米莱CRM3018商用咖啡机半自动家用意式专业现磨奶茶店专用,3299,11人付款,40943102063,10,11,3496,2592
咖啡机,西门子小家电旗舰店,江苏南京,西门子siemens咖啡机全自动美式研磨一体意式黑色te607803cn,11999,5人付款,6.26956E+11,13,7,2124,1472
咖啡机,tb770839323,广东广州,格米莱CRM3100D意式蒸汽式商用单头半自动咖啡厅奶茶店专用咖啡机,11499,17人付款,6.33372E+11,2,2,1628,5213
咖啡机,sparllo官方海外旗舰店,香港香港岛,德国Derlla全自动意式咖啡机家用小型奶泡机研磨一体浓缩现磨商用,3999,54人付款,6.50282E+11,12,18,1345,7953
咖啡机,sparllo官方海外旗舰店,香港香港岛,德国Derlla全半自动意式浓缩咖啡机家用小型奶泡一体办公室用迷你,278,170人付款,6.50066E+11,2,10,2170,4847
咖啡机,delonghi德龙旗舰店,上海,Delonghi/德龙家用半自动意式咖啡机EC680泵压式不锈钢小型办公室,2280,46人付款,41166217052,0,3,238,4791
咖啡机,delonghi德龙旗舰店,上海,Delonghi/德龙复古系家用办公室三件套咖啡机+多士炉+电水壶小型,2690,33人付款,6.21228E+11,3,3,2075,2941
咖啡机,nespresso官方旗舰店,江苏苏州,NESPRESSOAtelier胶囊咖啡机进口可打奶泡办公家用全自动咖啡机,2666,39人付款,6.39617E+11,12,17,1762,709
咖啡机,nespresso官方旗舰店,江苏苏州,【新品上市】NESPRESSOEssenzaPlus家用全自动意式胶囊咖啡机,1566,62人付款,6.46915E+11,6,5,2452,2868
咖啡机,小熊电器官方旗舰店,广东东莞,小熊咖啡机意式煮咖啡高压萃取双口蒸汽打奶泡全半自动花式咖啡机,309,67人付款,5.6496E+11,1,10,4461,7823
咖啡机,tb8192879881,荷兰,Illy640(Y3.2)进口意利小型家用全自动意式浓缩办公室胶囊咖啡机,749,77人付款,6.35585E+11,9,2,2102,2623
咖啡机,李国强66666,河南郑州,亿美科咖啡机商用全自动饮料机多功能热饮机速溶奶茶机自助豆浆机,1899,55人付款,6.26114E+11,10,8,2354,6098
咖啡机,lixinfei1988,上海,Delonghi/德龙ETAM29.510.SB意美式全自动咖啡机家用小型办公室,4270,26人付款,5.77254E+11,8,19,1840,6700
咖啡机,惠家瑰夏传奇专卖店,北京,Welhome/惠家KD-310咖啡机意式全半自动手动专业拉花家商两用wpm,6949,21人付款,5.48359E+11,1,1,2033,1509
咖啡机,gcc5978061,浙江宁波,多功能速溶咖啡机全自动奶茶饮料果汁饮水机家用商用办公室一体机,880,80人付款,5.72731E+11,12,16,755,875
咖啡机,心之向往悠,广东广州,马克西姆马赛咖啡机意式全半自动家用奶泡机研磨一体半商用小型,3478,25人付款,6.37894E+11,12,9,2514,2301
咖啡机,汇锦广州餐饮设备有限公司,广东广州,速溶咖啡机商用全自动奶茶豆浆机冷热多功能果汁饮料自助一体机,1340,104人付款,6.5212E+11,13,0,2187,344
咖啡机,川岛屋旗舰店,浙江杭州,川岛屋咖啡豆研磨机手磨咖啡机家用小型现磨手动研磨器手摇磨豆机,49,666人付款,6.39473E+11,2,6,4249,4859
咖啡机,xiaoniumama,上海,意大利原装LattissimaOne雀巢全自动胶囊花式咖啡机F111EN500,2066,47人付款,5.72363E+11,12,0,4113,1016
咖啡机,格米莱喜上嘉专卖店,广东佛山,格米莱CRM2008迷你咖啡机家用小型全半自动意式浓缩现磨蒸汽奶泡,268,276人付款,6.11745E+11,14,15,296,5726
咖啡机,小熊永维专卖店,上海,小熊咖啡机家用小型全半自动意式现磨迷你蒸汽式打奶泡机一体智能,309,324人付款,6.49837E+11,5,8,3324,443
咖啡机,麦睿斯旗舰店,上海,德国myle电动磨豆机小型家用咖啡豆研磨机便携式现磨豆手冲咖啡机,299,256人付款,6.42534E+11,9,16,1872,1083
咖啡机,mahlkonig旗舰店,上海,迈赫迪MahlkonigX54家用意式手冲美式咖啡定量现磨电动磨豆机,4999,23人付款,6.4996E+11,9,2,3328,7950
咖啡机,simelo旗舰店,上海,德国施美乐咖啡豆研磨机手磨咖啡机磨豆器家用小型咖啡电动磨豆机,359,201人付款,6.46803E+11,9,9,1835,6889
咖啡机,rlrmafreda电器旗舰店,广东深圳,艾尔菲德全自动咖啡机奶泡机家用小型商用意式办公室用研磨一体机,2799,39人付款,6.1172E+11,3,5,2262,7458
咖啡机,美雪法国巴黎代购,法国,进口SMEG/斯麦格ECF01意式泵压浓缩全半自动咖啡机胶囊粉蒸汽奶泡,2899,36人付款,5.66405E+11,10,7,1723,1372
咖啡机,柏翠上海专卖店,广东佛山,柏翠PE3690复古意式浓缩咖啡机家用小型全半自动专业蒸汽打奶泡,1699,64人付款,6.26641E+11,14,1,4440,3407
咖啡机,惠家初巴专卖店,湖南湘潭,Welhome/惠家KD-310意式咖啡机商用专业半全自动家用蒸汽式咖啡机,6949,17人付款,5.76453E+11,11,7,3332,5237
咖啡机,rachelzhu9005,江苏苏州,21年新款德国制造KINUM47CLASSIC手摇咖啡磨豆机手动研磨机包邮,2475,41人付款,5.84615E+11,8,15,1036,1015
咖啡机,wer电器商行,广东佛山,咖博士H10全自动意美式咖啡机一键奶咖外接桶装水商用大型现磨,7800,21人付款,6.35209E+11,7,18,1187,2575
咖啡机,skylaryong,浙江杭州,电动咖啡豆研磨机磨粉机全自动家用研磨器便捷式磨豆机小型咖啡机,86,1010人付款,6.44079E+11,4,15,2556,124
咖啡机,mavo旗舰店,广东广州,MAVO巫师磨豆机咖啡豆研磨机手磨咖啡机磨豆器手摇手动CNC磨芯,298,305人付款,6.28922E+11,3,5,1438,3076
咖啡机,joson200003,广东广州,MILESTO/迈拓EM-30将军意式半自动咖啡机双锅炉旋转泵商用家用,6800,19人付款,5.86348E+11,12,2,4772,3661
咖啡机,milate美莱特格汉美专卖店,浙江杭州,速溶咖啡机美莱特商用全自动多功能热饮机自助果汁饮料奶茶一体机,1380,34人付款,6.1145E+11,2,13,146,7944
咖啡机,昊越电器专营店,上海,新诺全自动速溶咖啡机商用奶茶豆浆饮料冷热水一体机办公室热饮机,1299,54人付款,6.29944E+11,3,19,2871,393
咖啡机,omnicup旗舰店,广东广州,omnicup便携全自动胶囊咖啡机意式浓缩一人家用小型迷你萃取机半,598,113人付款,6.07563E+11,4,3,2673,7651
咖啡机,西门子小家电旗舰店,江苏南京,西门子咖啡机家用全自动小型意式研磨办公室奶泡机TI35A809CN,4599,34人付款,6.26419E+11,12,10,4434,5415
咖啡机,咖啡旅行者旗舰店,山东青岛,LAVIDA唯地便携式小米咖啡机一人家用小型咖啡研磨一体机,258,270人付款,6.31195E+11,1,3,1947,6745
咖啡机,welhome电器旗舰店,上海,WPM惠家磨豆机ZD17N电动家商用意式咖啡豆研磨粉机器推荐爆款小型,1499,70人付款,5.66659E+11,14,8,4800,163
咖啡机,smeg电器旗舰店,广东佛山,SMEG斯麦格CGF01意大利进口电动磨豆机咖啡豆研磨机咖啡机磨粉机,3299,43人付款,6.32527E+11,6,14,1677,5499
空气炸锅,山本旗舰店,浙江宁波,山本家用空气炸锅新款特价大容量智能无油小多功能全自动电薯条机,259,2.0万+人付款,5.58799E+11,7,9,3576,5211
空气炸锅,苏泊尔海淮专卖店,上海,苏泊尔空气炸锅家用新款特价多功能大容量全自动无油电炸气薯条机,509,1人付款,6.24917E+11,4,19,1456,751
空气炸锅,苏泊尔官方旗舰店,上海,苏泊尔空气炸锅3L大容量多功能电炸锅家用全自动触控屏新款无油炸,299,5000+人付款,6.27633E+11,5,18,202,478
空气炸锅,supor苏泊尔兆洪专卖店,上海,苏泊尔空气炸锅家用新款特价智能多功能无油电气炸锅大容量薯条机,439,5500+人付款,6.20885E+11,6,2,1867,6837
空气炸锅,小熊厨房电器旗舰店,广东广州,小熊空气炸锅家用新款烤箱一体多功能全自动电炸大容量智能薯条机,309,7500+人付款,6.43312E+11,0,6,821,5676
空气炸锅,苏泊尔厨房电器旗舰店,上海,苏泊尔无油空气炸锅家用新款特价智能多功能气电炸锅大容量薯条机,509,1505人付款,6.31028E+11,7,4,4160,3979
空气炸锅,小熊电器官方旗舰店,湖南湘潭,小熊空气炸锅家用烤箱一体多功能全自动大电炸锅机可视化2021新款,599,1159人付款,6.44372E+11,14,8,3767,3650
空气炸锅,小熊电器官方旗舰店,湖南衡阳,小熊空气炸锅家用烤箱一体多功能新款空气电炸锅小型大容量全自动,519,7500+人付款,6.25253E+11,0,18,344,5952
空气炸锅,利仁电器旗舰店,北京,利仁空气炸锅2021新款家用网红大容量智能无油全自动电炸锅多功能,409,3389人付款,6.46485E+11,11,18,3799,4733
